Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Malawi,MWI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.396,..,..,..,..
Malawi,MWI,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.13,..,..,..,..
Malawi,MWI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.176,..,..,..,..
Malawi,MWI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.328,..,..,..,..
Malawi,MWI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.61,..,..,..,..
Malaysia,MYS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.83,..,..,..,..
Malaysia,MYS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.929,..,..,..,..
Malaysia,MYS,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.294,..,..,..,..
Malaysia,MYS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.067,..,..,..,..
Malaysia,MYS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.456,..,..,..,..
Malaysia,MYS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.648,..,..,..,..
Maldives,MDV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.906,..,..,..,..
Maldives,MDV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.861,..,..,..,..
Maldives,MDV,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.409,..,..,..,..
Maldives,MDV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.099,..,..,..,..
Maldives,MDV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.239,..,..,..,..
Maldives,MDV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.067,..,..,..,..
Mali,MLI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.003,..,..,..,..
Mali,MLI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.543,..,..,..,..
Mali,MLI,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.134,..,..,..,..
Mali,MLI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.143,..,..,..,..
Mali,MLI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.43,..,..,..,..
Mali,MLI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.648,..,..,..,..
Malta,MLT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.795,..,..,..,..
Malta,MLT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.931,..,..,..,..
Malta,MLT,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.45,..,..,..,..
Malta,MLT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.08,..,..,..,..
Malta,MLT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.508,..,..,..,..
Malta,MLT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.73,..,..,..,..
Mauritania,MRT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.96,..,..,..,..
Mauritania,MRT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.804,..,..,..,..
Mauritania,MRT,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.194,..,..,..,..
Mauritania,MRT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.16,..,..,..,..
Mauritania,MRT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.463,..,..,..,..
Mauritania,MRT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.87,..,..,..,..
Mauritius,MUS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.876,..,..,..,..
Mauritius,MUS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.565,..,..,..,..
Mauritius,MUS,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.296,..,..,..,..
Mauritius,MUS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.1,..,..,..,..
Mauritius,MUS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.407,..,..,..,..
Mauritius,MUS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.07,..,..,..,..
Mexico,MEX,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.766,..,..,..,..
Mexico,MEX,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.599,..,..,..,..
Mexico,MEX,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.35,..,..,..,..
Mexico,MEX,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.096,..,..,..,..
Mexico,MEX,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.411,..,..,..,..
Mexico,MEX,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.771,..,..,..,..
Middle East & North Africa,MEA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.941,..,..,..,..
Middle East & North Africa,MEA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.652,..,..,..,..
Middle East & North Africa,MEA,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.345,..,..,..,..
Middle East & North Africa,MEA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.141,..,..,..,..
Middle East & North Africa,MEA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.461,..,..,..,..
Middle East & North Africa,MEA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.601,..,..,..,..
Moldova,MDA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.746,..,..,..,..
Moldova,MDA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.432,..,..,..,..
Moldova,MDA,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.36,..,..,..,..
Moldova,MDA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.121,..,..,..,..
Moldova,MDA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.462,..,..,..,..
Moldova,MDA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.339,..,..,..,..
Mongolia,MNG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.756,..,..,..,..
Mongolia,MNG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,1.921,..,..,..,..
Mongolia,MNG,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.468,..,..,..,..
Mongolia,MNG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.167,..,..,..,..
Mongolia,MNG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.553,..,..,..,..
Mongolia,MNG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.68,..,..,..,..
Montenegro,MNE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.862,..,..,..,..
Montenegro,MNE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.833,..,..,..,..
Montenegro,MNE,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.367,..,..,..,..
Montenegro,MNE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.081,..,..,..,..
Montenegro,MNE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.425,..,..,..,..
Montenegro,MNE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.829,..,..,..,..
Montserrat,MSR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.799,..,..,..,..
Montserrat,MSR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.876,..,..,..,..
Montserrat,MSR,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.462,..,..,..,..
Montserrat,MSR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.201,..,..,..,..
Montserrat,MSR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.76,..,..,..,..
Montserrat,MSR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.785,..,..,..,..
Morocco,MAR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.798,..,..,..,..
Morocco,MAR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.539,..,..,..,..
Morocco,MAR,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.358,..,..,..,..
Morocco,MAR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.119,..,..,..,..
Morocco,MAR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.41,..,..,..,..
Morocco,MAR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.485,..,..,..,..
Mozambique,MOZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.993,..,..,..,..
Mozambique,MOZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.389,..,..,..,..
Mozambique,MOZ,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.208,..,..,..,..
Mozambique,MOZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.191,..,..,..,..
Mozambique,MOZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.408,..,..,..,..
Mozambique,MOZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.843,..,..,..,..
Myanmar,MMR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.029,..,..,..,..
Myanmar,MMR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.64,..,..,..,..
Myanmar,MMR,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.368,..,..,..,..
Myanmar,MMR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.111,..,..,..,..
Myanmar,MMR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.645,..,..,..,..
Myanmar,MMR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.913,..,..,..,..
Namibia,NAM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.736,..,..,..,..
Namibia,NAM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.811,..,..,..,..
Namibia,NAM,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.192,..,..,..,..
Namibia,NAM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.115,..,..,..,..
Namibia,NAM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.571,..,..,..,..
Namibia,NAM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.83,..,..,..,..
Nepal,NPL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.38,..,..,..,..
Nepal,NPL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,1.025,..,..,..,..
Nepal,NPL,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.337,..,..,..,..
Nepal,NPL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.166,..,..,..,..
Nepal,NPL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.507,..,..,..,..
Nepal,NPL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.711,..,..,..,..
Netherlands,NLD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.614,..,..,..,..
Netherlands,NLD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.607,..,..,..,..
Netherlands,NLD,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.255,..,..,..,..
Netherlands,NLD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.053,..,..,..,..
Netherlands,NLD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.322,..,..,..,..
Netherlands,NLD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.892,..,..,..,..
New Zealand,NZL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.739,..,..,..,..
New Zealand,NZL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.663,..,..,..,..
New Zealand,NZL,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.299,..,..,..,..
New Zealand,NZL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.056,..,..,..,..
New Zealand,NZL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.313,..,..,..,..
New Zealand,NZL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.6,..,..,..,..
Nicaragua,NIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.016,..,..,..,..
Nicaragua,NIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.373,..,..,..,..
Nicaragua,NIC,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.331,..,..,..,..
Nicaragua,NIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.14,..,..,..,..
Nicaragua,NIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.587,..,..,..,..
Nicaragua,NIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.743,..,..,..,..
Niger,NER,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.138,..,..,..,..
Niger,NER,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.601,..,..,..,..
Niger,NER,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.094,..,..,..,..
Niger,NER,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.144,..,..,..,..
Niger,NER,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.401,..,..,..,..
Niger,NER,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.473,..,..,..,..
Nigeria,NGA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.994,..,..,..,..
Nigeria,NGA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.522,..,..,..,..
Nigeria,NGA,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.23,..,..,..,..
Nigeria,NGA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.13,..,..,..,..
Nigeria,NGA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.757,..,..,..,..
Nigeria,NGA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.932,..,..,..,..
North America,NAC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.608,..,..,..,..
North America,NAC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.587,..,..,..,..
North America,NAC,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.375,..,..,..,..
North America,NAC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.101,..,..,..,..
North America,NAC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.611,..,..,..,..
North America,NAC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.103,..,..,..,..
North Macedonia,MKD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.949,..,..,..,..
North Macedonia,MKD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.64,..,..,..,..
North Macedonia,MKD,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.347,..,..,..,..
North Macedonia,MKD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.146,..,..,..,..
North Macedonia,MKD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.525,..,..,..,..
North Macedonia,MKD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.712,..,..,..,..
Norway,NOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.691,..,..,..,..
Norway,NOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.615,..,..,..,..
Norway,NOR,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.257,..,..,..,..
Norway,NOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.075,..,..,..,..
Norway,NOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.565,..,..,..,..
Norway,NOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.122,..,..,..,..
Oman,OMN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.842,..,..,..,..
Oman,OMN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.378,..,..,..,..
Oman,OMN,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.351,..,..,..,..
Oman,OMN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.148,..,..,..,..
Oman,OMN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.496,..,..,..,..
Oman,OMN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.599,..,..,..,..
Pakistan,PAK,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.019,..,..,..,..
Pakistan,PAK,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.923,..,..,..,..
Pakistan,PAK,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.34,..,..,..,..
Pakistan,PAK,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.193,..,..,..,..
Pakistan,PAK,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.41,..,..,..,..
Pakistan,PAK,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.524,..,..,..,..
Panama,PAN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.11,..,..,..,..
Panama,PAN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.654,..,..,..,..
Panama,PAN,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.306,..,..,..,..
Panama,PAN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.17,..,..,..,..
Panama,PAN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.69,..,..,..,..
Panama,PAN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.295,..,..,..,..
Paraguay,PRY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.809,..,..,..,..
Paraguay,PRY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.455,..,..,..,..
Paraguay,PRY,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.826,..,..,..,..
Paraguay,PRY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.142,..,..,..,..
Paraguay,PRY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.474,..,..,..,..
Paraguay,PRY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.724,..,..,..,..
Peru,PER,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.898,..,..,..,..
Peru,PER,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.57,..,..,..,..
Peru,PER,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.35,..,..,..,..
Peru,PER,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.122,..,..,..,..
Peru,PER,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.591,..,..,..,..
Peru,PER,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.552,..,..,..,..
Philippines,PHL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.095,..,..,..,..
Philippines,PHL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.591,..,..,..,..
Philippines,PHL,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.319,..,..,..,..
Philippines,PHL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.201,..,..,..,..
Philippines,PHL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.684,..,..,..,..
Philippines,PHL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.953,..,..,..,..
Poland,POL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.584,..,..,..,..
Poland,POL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.651,..,..,..,..
Poland,POL,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.377,..,..,..,..
Poland,POL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.09,..,..,..,..
Poland,POL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.318,..,..,..,..
Poland,POL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.89,..,..,..,..
Portugal,PRT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.583,..,..,..,..
Portugal,PRT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.687,..,..,..,..
Portugal,PRT,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.275,..,..,..,..
Portugal,PRT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.078,..,..,..,..
Portugal,PRT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.271,..,..,..,..
Portugal,PRT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.62,..,..,..,..
Qatar,QAT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.679,..,..,..,..
Qatar,QAT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.478,..,..,..,..
Qatar,QAT,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.311,..,..,..,..
Qatar,QAT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.071,..,..,..,..
Qatar,QAT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.344,..,..,..,..
Qatar,QAT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.493,..,..,..,..
Romania,ROU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.945,..,..,..,..
Romania,ROU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.697,..,..,..,..
Romania,ROU,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.351,..,..,..,..
Romania,ROU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.073,..,..,..,..
Romania,ROU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.358,..,..,..,..
Romania,ROU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.497,..,..,..,..
Russian Federation,RUS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.98,..,..,..,..
Russian Federation,RUS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.745,..,..,..,..
Russian Federation,RUS,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.191,..,..,..,..
